293;4993
294;5746
295;5593
296;1073
297;4695
298;978
316;3543
318;1732
319;3632
320;1210
321;3177
322;1392
323;1272
324;3483
326;833
327;3875
328;3389
329;640
330;1023
331;861
332;2932
333;1390
334;2604
335;2895
336;1859
337;2175
338;1413
339;2489
340;381
341;3425
342;1480
343;1514
344;1681
345;4586
346;2895
347;1340
348;1410
349;1319
350;1562
351;3144
352;1891
353;2960
354;1557
355;3020
356;670
357;1790
358;1536
359;3624
360;1648
361;2997
362;1482
363;1256
364;600
365;3300
366;660
367;3427
368;3404
369;1039
370;382
371;459
372;817
373;661
374;388
375;835
376;744
377;144
378;2322
379;2120
380;7476
381;1094
382;1268
383;3304
384;2913
386;3682
387;732
388;3860
389;4621
390;4653
391;5150
392;2736
393;896
394;1483
395;619
396;4782
397;3946
398;327
399;644
400;291
401;407
402;106
403;655
404;524
405;433
406;1239
407;937
408;729
409;427
410;1131
411;1006
412;436
413;413
414;627
415;1007
416;731
417;996
418;837
419;645
420;1534
421;780
422;1758
423;2420
424;1286
425;3222
426;3314
427;2119
428;3377
429;1655
430;1183
431;2113
432;2182
433;2841
434;2306
435;2257
436;2013
437;2606
438;682
439;795
440;907
441;2284
442;1351
444;4682
445;5922
446;649
447;823
448;998
449;1082
450;762
451;977
452;1074
453;4875
454;1419
455;1626
456;2951
457;5552
458;5749
459;5849
460;3197
461;1342
462;3573
463;654
464;1029
465;1099
466;436
467;813
468;221
469;6294
470;5795
471;5925
472;3426
473;1081
474;1356
475;3015
476;895
477;1594
478;1403
479;278
480;633
481;752
482;3020
483;2445
484;5819
485;6429
486;4805
487;2938
488;1491
489;1125
490;3008
491;592
492;2985
493;2440
494;4744
495;4533
496;742
497;5711
498;6245
499;2383
500;3531
501;5814
503;348
504;3770
505;1345
506;996
507;754
508;573
509;890
510;861
511;1535
512;165
513;221
514;266
515;666
516;1322
517;1179
518;4396
519;1464
520;528
521;751
522;2626
523;908
524;875
525;661
526;1205
527;2089
528;3333
529;2367
530;944
531;125
532;3320
533;3247
534;1490
535;780
536;969
537;399
538;772
539;2063
540;3310
541;726
542;2583
543;783
544;1171
545;685
546;492
547;3152
548;3227
549;1799
550;754
551;370
552;112
553;760
554;2095
555;1811
556;1483
557;3275
558;3571
559;3275
560;3263
562;2918
563;2945
564;3006
565;3023
566;831
567;2224
568;3013
569;3156
570;3339
571;288
572;229
573;351
574;2372
575;3175
576;1281
577;1939
578;3212
579;389
580;2666
581;2319
582;444
583;433
584;322
585;2509
586;3002
587;2991
588;2058
589;1080
590;914
591;1364
592;674
593;1961
594;1598
595;1352
596;2903
597;93
598;121
599;2619
600;2455
601;2809
602;2633
603;2431
604;2283
605;2711
606;2828
607;3039
608;2805
609;2468
610;1042
611;1761
612;1577
613;1227
614;3264
615;2431
616;1171
617;1683
619;2392
620;1097
621;611
622;455
623;131
624;568
625;2260
626;1566
627;810
628;2788
629;1844
630;948
631;3001
632;1818
634;2945
635;3193
636;2465
637;2579
638;3153
639;2561
640;2965
641;2725
642;2688
643;890
644;1556
645;3004
646;3167
647;2949
648;2748
649;796
650;1630
651;2722
652;1739
653;866
654;2816
655;1404
656;1391
657;2537
658;1761
659;899
660;2753
661;2931
662;791
663;2044
664;2299
665;322
666;168
667;828
668;687
669;504
670;687
671;2592
672;453
673;1863
674;1032
675;1628
676;2432
677;2500
679;1123
680;2412
681;2395
682;2870
683;2693
684;2010
685;1177
686;861
687;1514
688;844
689;1760
690;1889
691;2657
692;2362
693;1353
694;1378
695;1268
696;1165
697;1430
698;1372
699;2705
700;5032
701;824
702;6049
703;3713
704;1797
705;1775
706;478
707;2312
708;988
709;1276
710;4484
711;4990
712;1255
713;5180
714;6044
715;4926
716;5959
717;3386
718;1858
719;6305
720;5867
721;5691
722;5051
723;5134
724;3890
725;948
726;4802
727;4388
728;4560
729;1568
730;3360
731;4729
732;1742
733;4513
734;5788
736;806
737;2293
738;1576
739;3227
740;1724
741;4148
742;6002
743;5797
744;1817
745;3294
746;5769
747;3649
748;1286
749;365
750;2826
751;1755
752;4827
753;156
754;5288
755;1088
756;1641
757;593
758;2379
759;141
760;1723
761;173
762;398
763;2540
764;2618
765;2319
766;763
767;648
768;4149
769;1657
770;3308
771;1231
772;1984
773;678
774;1090
775;510
776;5121
777;5349
778;4530
779;1317
780;2748
781;2735
782;780
783;4279
784;6354
785;5882
786;952
787;4521
788;1577
789;3099
790;1490
791;1869
792;2085
793;1047
795;4876
796;5012
797;403
798;488
799;1573
800;1876
801;705
802;2549
803;1941
804;4902
805;1607
806;2918
807;1741
808;2925
809;3506
810;408
811;1246
812;902
813;1388
814;2567
815;1310
816;4031
817;750
818;2522
819;1697
820;3403
821;2102
822;1300
823;3295
824;3191
825;1511
826;1338
827;1844
828;1540
829;4874
830;4367
831;389
832;1447
833;3312
834;1464
835;3169
836;2257
837;3441
838;3024
839;1664
840;229
841;476
842;4079
843;3339
844;2113
845;1527
846;3015
847;5373
848;3271
849;1654
851;5224
852;3863
853;1758
854;5157
855;3277
856;1588
857;4690
858;833
859;3993
860;5170
861;3286
862;1571
863;4030
864;506
865;442
866;2529
867;141
868;2448
869;5736
870;1658
871;661
872;2218
873;1768
874;4885
875;754
876;4148
877;4568
878;529
879;5263
880;447
881;4637
882;4802
883;809
884;4195
885;4759
886;3055
887;2589
888;4795
889;4891
890;5890
891;1466
892;3178
893;1551
894;3473
895;2682
896;2898
897;2324
898;2684
899;4912
900;2741
901;1846
902;1106
903;1571
904;2783
906;1616
907;3053
908;4933
909;729
910;5618
911;3641
912;1060
913;4932
914;2586
915;1501
916;968
917;1976
918;3294
919;3671
920;1056
921;4648
922;3290
923;1640
924;2641
925;862
926;772
927;668
928;3311
929;1676
930;4154
931;741
932;4329
933;637
934;3524
935;1894
936;2541
937;2414
938;1667
939;3090
940;3168
941;1318
942;543
943;5304
944;3968
945;227
946;708
947;3224
948;2456
949;5612
950;100
951;5234
952;1628
953;1705
954;781
955;453
956;385
958;1246
959;3540
960;1614
961;5503
962;5941
963;5082
964;3273
965;1553
966;1625
967;618
968;1307
969;461
970;669
971;238
972;451
973;4565
974;6524
975;5043
976;5442
977;4964
978;5320
979;2465
980;850
981;1517
982;2212
983;1003
984;1552
985;4102
986;1012
987;1646
988;87
989;1299
990;343
991;1716
992;2793
993;391
994;2274
995;5046
996;4238
997;465
998;3629
999;1844
1000;5104
1001;5013
1002;5071
1003;5095
1004;3210
1005;1759
1008;3951
1009;1482
1010;4360
1011;4436
1012;835
1013;4766
1014;4761
1015;1868
1016;3093
1017;4720
1018;5136
1019;4914
1020;4820
1021;6523
1022;4245
1023;864
1024;2444
1025;2575
1026;4213
1027;1522
1028;5124
1029;5813
1030;4560
1031;1268
1032;2273
1033;2601
1034;5432
1035;5044
1036;5610
1037;5411
1038;2334
1039;3377
1040;2481
1041;2783
1042;5969
1043;4215
1044;851
1045;1721
1046;3067
1047;3354
1048;1363
1049;3585
1050;1482
1051;4991
1052;3002
1053;2279
1054;4984
1056;1342
1057;3391
1058;1621
1059;3341
1060;1980
1061;3214
1062;759
1063;744
1064;379
1065;1529
1066;2939
1067;4990
1068;3234
1069;990
1070;741
1072;2103
1073;3266
1074;1671
1075;3086
1076;1919
1077;1721
1078;3266
1079;3205
1080;1612
1081;4945
1082;4226
1083;1021
1084;557
1085;3669
1086;603
1087;3514
1088;2089
1089;3684
1094;2550
1104;5480
1110;3266
1111;1512
1113;1692
1114;1701
1115;2620
1116;1372
1118;3007
1119;3760
1120;600
1121;632
1122;3501
1124;247
1126;2938
1127;2768
1128;2376
1129;2153
1130;707
1131;4500
1132;398
1133;5767
1134;6107
1135;2069
1136;2913
1137;3667
1138;1249
1139;152
1140;3441
1141;2347
1142;1983
1143;3929
1144;2936
1145;2104
1146;3950
1147;983
1148;5687
1149;5713
1150;4950
1151;2702
1152;2130
1153;4730
1154;3913
1155;1182
1156;2620
1157;2924
1158;3304
1159;1657
1160;2249
1161;969
1162;1578
1163;3231
1164;381
1165;1544
1166;3094
1167;1832
1169;1613
1170;918
1171;2356
1173;104
1175;4022
1176;1065
1177;5294
1178;5351
1179;6096
1180;5354
1181;5501
1182;4709
1183;385
1184;3978
1185;1318
1186;2131
1187;2531
1188;5678
1189;3481
1190;1373
1191;4862
1192;4482
1193;1201
1194;5107
1195;5017
1196;967
1197;2860
1198;3198
1199;4666
1200;1646
1201;4922
1202;1239
1203;5842
1204;5214
1205;6134
1206;2327
1207;3411
1208;6158
1209;5505
1210;5899
1211;5844
1212;1372
1213;1740
1214;3225
1215;5908
1217;2290
1218;6444
1219;2450
1220;3299
1221;5769
1222;5570
1223;3264
1224;1400
1225;513
1226;4982
1227;4853
1228;3373
1229;1511
1230;3695
1231;481
1232;2708
1233;2173
1234;4545
1235;3049
1236;1637
1237;1043
1238;3175
1239;823
1241;2435
1242;1368
1243;229
1244;577
1245;1367
1246;170
1247;3042
1248;411
1249;3076
1250;1071
1251;179
1252;264
1253;2868
1254;3023
1255;3237
1256;1755
1257;3747
1258;2111
1259;1688
1260;2366
1261;1429
1262;6160
1264;4744
1265;803
1266;4404
1267;4611
1268;3414
1269;621
1270;750
1271;4756
1272;2702
1273;2398
1274;5263
1275;3656
1276;1190
1277;5285
1278;2664
1279;2130
1280;2155
1281;2106
1282;1098
1283;5291
1284;1656
1285;3196
1286;5608
1287;5763
1288;2337
1289;2923
1290;5111
1291;5364
1292;1469
1293;2151
1294;1264
1295;3385
1296;1779
1297;4490
1298;635
1299;1564
1300;3392
1301;2490
1302;3120
1303;3823
1304;224
1305;504
1306;5487
1307;4643
1308;5756
1309;3093
1311;2243
1312;884
1313;735
1314;4820
1315;1716
1316;2002
1317;1661
1319;2059
1320;2972
1321;3011
1322;1274
1323;1246
1324;3253
1325;1683
1326;1804
1327;5346
1328;4108
1329;4529
1330;2887
1331;2836
1332;2176
1333;1740
1334;1238
1335;953
1336;1033
1337;1448
1338;13250
1339;3055
1340;4048
1341;3468
1342;2679
1343;2008
1344;2671
1345;3631
1346;3297
1347;2024
1348;1873
1349;2654
1350;3338
1351;2037
1352;2295
1353;1249
1354;112
1355;5829
1356;4126
1357;647
1358;422
1359;1871
1360;2300
1361;2604
1363;4186
1364;534
1365;2190
1366;1726
1367;1755
1368;3083
1369;3274
1370;4421
1371;912
1372;1432
1373;1456
1374;1533
1375;1827
1376;1348
1377;672
1378;1915
1379;2179
1380;1606
1381;2458
1382;1078
1383;1863
1384;1749
1385;2125
1386;2425
1387;1093
1388;2194
1389;2992
1390;1886
1391;2768
1392;1250
1393;1073
1394;2294
1395;1884
1396;2723
1397;1663
1398;1674
1399;1357
1400;1211
1401;2336
1402;1370
1403;2022
1404;1112
1405;1180
1406;1645
1407;694
1408;629
1409;2248
1410;2764
1412;2710
1413;2450
1414;4114
1415;3245
1416;2392
1417;4208
1418;3556
1419;3426
1420;1943
1421;1433
1422;2213
1423;1263
1424;2027
1425;1529
1426;3832
1427;2477
1428;1209
1429;2121
1430;2325
1431;1999
1432;2511
1433;3328
1434;2306
1435;2466
1436;2413
1437;1675
1438;1914
1439;1340
1440;2952
1441;2357
1442;2461
1443;1320
1444;1596
1445;2249
1446;2007
1447;1669
1448;2313
1449;2378
1450;2304
1451;3003
1452;2673
1453;1580
1454;2080
1455;2393
1456;2219
1457;3572
1459;2572
1460;2596
1461;1792
1462;2406
1463;1972
1464;2403
1465;2404
1466;2787
1467;2235
1468;1073
1469;2070
1470;1594
1471;1227
1472;1772
1473;2115
1474;1926
1475;2375
1476;2893
1477;1873
1478;2601
1479;2573
1480;1438
1481;1985
1482;1573
1483;1644
1484;2200
1485;1580
1486;1947
1487;2029
1488;2611
1489;2221
1490;2719
1491;2270
1492;3577
1493;2851
1494;2423
1495;2575
1496;2255
1497;3324
1498;3573
1499;2437
1500;1900
1501;2530
1502;2837
1503;3389
1504;2953
1506;2266
1507;1741
1508;1211
1509;3350
1510;3722
1511;2814
1512;3251
1513;2074
1514;2698
1515;2189
1516;1937
1517;2869
1518;4003
1519;2807
1520;2272
1521;2717
1522;2365
1523;2914
1524;2092
1525;2982
1526;2436
1527;2013
1528;2333
1529;3261
1530;3343
1531;2745
1532;2196
1533;1912
1534;2378
1535;2479
1536;2960
1537;2241
1538;2211
1539;2088
1540;2069
1541;3216
1542;1966
1543;2108
1544;1803
1545;1713
1546;2444
1547;2614
1548;1842
1549;2375
1550;2147
1552;2497
1553;1835
1554;2617
1555;2728
1556;2049
1557;1558
1558;1785
1559;2375
1560;2151
1561;2565
1562;1931
1563;1881
1564;1598
1565;1877
1566;1829
1567;1862
1568;2119
1569;2086
1570;2755
1571;1863
1572;1957
1573;2851
1574;2339
1575;1887
1576;2151
1577;2335
1578;2048
1579;2392
1580;1587
1581;1802
1582;2435
1583;2368
1584;2669
1585;1448
1586;1804
1587;1854
1588;2136
1589;2042
1590;1878
1591;1857
1592;1852
1593;1715
1595;2080
1596;1743
1597;1630
1598;2270
1599;2327
1600;2219
1601;2435
1602;2287
1603;2819
1604;1732
1605;1760
1606;1783
1607;1779
1608;1745
1609;2629
1610;2607
1611;1943
1612;1855
1613;1952
1614;1784
1615;1802
1616;2179
1617;1660
1618;1824
1619;1779
1620;1703
1621;2860
1622;1502
1623;1857
1624;2089
1625;1686
1626;1881
1627;1719
1628;1842
1629;1943
1630;2510
1631;1861
1632;2163
1633;2400
1634;3153
1635;2530
1637;2014
1638;2220
1639;2706
1640;1740
1641;1866
1642;1836
1643;2162
1644;1738
1645;1729
1646;1923
1647;1862
1648;2053
1649;2131
1650;2641
1651;1930
1652;1973
1653;344
1654;1893
1655;2103
1656;3344
1657;3431
1658;2801
1659;1631
1660;2119
1661;8171
1662;2759
1663;2809
1664;2594
1665;2285
1666;1466
1667;3802
1668;4006
1669;2938
1670;583
1671;2480
1672;3911
1673;2256
1674;3216
1675;1306
1676;1993
1677;867
1678;1074
1679;808
1680;862
1681;572
1683;2317
1684;5724
1685;3667
1686;2214
1687;5779
1688;3266
1689;2044
1690;1036
1691;1581
1692;1588
1693;821
1694;2025
1695;1896
1696;1281
1697;2306
